full_path,canonical_match_id,final_authoritative_label,review_type,review_reason,suggested_action,manual_decision,manual_reason,reviewer_notes
C:\SKIN CANCER v2\DS\NV\ISIC_0016031_downsampled.jpg,ISIC_0016031_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016033_downsampled.jpg,ISIC_0016033_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016034_downsampled.jpg,ISIC_0016034_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016035_downsampled.jpg,ISIC_0016035_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016036_downsampled.jpg,ISIC_0016036_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016037_downsampled.jpg,ISIC_0016037_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016038_downsampled.jpg,ISIC_0016038_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016040_downsampled.jpg,ISIC_0016040_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016041_downsampled.jpg,ISIC_0016041_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016042_downsampled.jpg,ISIC_0016042_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016043_downsampled.jpg,ISIC_0016043_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016044_downsampled.jpg,ISIC_0016044_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016045_downsampled.jpg,ISIC_0016045_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016046_downsampled.jpg,ISIC_0016046_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016048_downsampled.jpg,ISIC_0016048_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016049_downsampled.jpg,ISIC_0016049_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016050_downsampled.jpg,ISIC_0016050_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016051_downsampled.jpg,ISIC_0016051_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016052_downsampled.jpg,ISIC_0016052_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016053_downsampled.jpg,ISIC_0016053_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016054_downsampled.jpg,ISIC_0016054_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016055_downsampled.jpg,ISIC_0016055_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016056_downsampled.jpg,ISIC_0016056_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016057_downsampled.jpg,ISIC_0016057_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016058_downsampled.jpg,ISIC_0016058_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016059_downsampled.jpg,ISIC_0016059_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016060_downsampled.jpg,ISIC_0016060_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016061_downsampled.jpg,ISIC_0016061_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016062_downsampled.jpg,ISIC_0016062_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016063_downsampled.jpg,ISIC_0016063_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016064_downsampled.jpg,ISIC_0016064_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016065_downsampled.jpg,ISIC_0016065_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016066_downsampled.jpg,ISIC_0016066_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016068_downsampled.jpg,ISIC_0016068_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016069_downsampled.jpg,ISIC_0016069_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016070_downsampled.jpg,ISIC_0016070_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016071_downsampled.jpg,ISIC_0016071_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0016072_downsampled.jpg,ISIC_0016072_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024314.jpg,ISIC_0024314,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024317.jpg,ISIC_0024317,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024328.jpg,ISIC_0024328,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024340.jpg,ISIC_0024340,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024343.jpg,ISIC_0024343,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024344.jpg,ISIC_0024344,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024349.jpg,ISIC_0024349,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024352.jpg,ISIC_0024352,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024355.jpg,ISIC_0024355,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024356.jpg,ISIC_0024356,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024363.jpg,ISIC_0024363,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024366.jpg,ISIC_0024366,NV,duplicate_family,duplicate_hash; shared_lesion_id,keep_one_exclude_rest,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024380.jpg,ISIC_0024380,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024387.jpg,ISIC_0024387,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024394.jpg,ISIC_0024394,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024437.jpg,ISIC_0024437,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024439.jpg,ISIC_0024439,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024441.jpg,ISIC_0024441,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024466.jpg,ISIC_0024466,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024476.jpg,ISIC_0024476,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024479.jpg,ISIC_0024479,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024497.jpg,ISIC_0024497,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024503.jpg,ISIC_0024503,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024519.jpg,ISIC_0024519,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024520.jpg,ISIC_0024520,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024524.jpg,ISIC_0024524,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024529.jpg,ISIC_0024529,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024538.jpg,ISIC_0024538,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024540.jpg,ISIC_0024540,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024560.jpg,ISIC_0024560,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024561.jpg,ISIC_0024561,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024566.jpg,ISIC_0024566,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024577.jpg,ISIC_0024577,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024578.jpg,ISIC_0024578,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024587.jpg,ISIC_0024587,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024594.jpg,ISIC_0024594,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024596.jpg,ISIC_0024596,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024597.jpg,ISIC_0024597,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024599.jpg,ISIC_0024599,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024604.jpg,ISIC_0024604,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024608.jpg,ISIC_0024608,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024615.jpg,ISIC_0024615,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024617.jpg,ISIC_0024617,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024618.jpg,ISIC_0024618,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024620.jpg,ISIC_0024620,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024642.jpg,ISIC_0024642,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024653.jpg,ISIC_0024653,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024657.jpg,ISIC_0024657,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024658.jpg,ISIC_0024658,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024664.jpg,ISIC_0024664,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024680.jpg,ISIC_0024680,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024683.jpg,ISIC_0024683,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024694.jpg,ISIC_0024694,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024697.jpg,ISIC_0024697,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024704.jpg,ISIC_0024704,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024712.jpg,ISIC_0024712,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024714.jpg,ISIC_0024714,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024718.jpg,ISIC_0024718,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024723.jpg,ISIC_0024723,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024725.jpg,ISIC_0024725,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024730.jpg,ISIC_0024730,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024734.jpg,ISIC_0024734,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024745.jpg,ISIC_0024745,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024752.jpg,ISIC_0024752,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024753.jpg,ISIC_0024753,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024757.jpg,ISIC_0024757,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024762.jpg,ISIC_0024762,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024777.jpg,ISIC_0024777,NV,duplicate_family,duplicate_hash; shared_lesion_id,keep_one_exclude_rest,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024781.jpg,ISIC_0024781,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024784.jpg,ISIC_0024784,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024789.jpg,ISIC_0024789,NV,duplicate_family; quality_flag,shared_lesion_id; very_low_sharpness,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024793.jpg,ISIC_0024793,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024798.jpg,ISIC_0024798,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024809.jpg,ISIC_0024809,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024813.jpg,ISIC_0024813,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024818.jpg,ISIC_0024818,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024824.jpg,ISIC_0024824,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024827.jpg,ISIC_0024827,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024830.jpg,ISIC_0024830,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024831.jpg,ISIC_0024831,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024834.jpg,ISIC_0024834,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024837.jpg,ISIC_0024837,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024841.jpg,ISIC_0024841,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024842.jpg,ISIC_0024842,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024855.jpg,ISIC_0024855,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024857.jpg,ISIC_0024857,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024869.jpg,ISIC_0024869,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024870.jpg,ISIC_0024870,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024882.jpg,ISIC_0024882,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024891.jpg,ISIC_0024891,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024899.jpg,ISIC_0024899,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024902.jpg,ISIC_0024902,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024906.jpg,ISIC_0024906,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024907.jpg,ISIC_0024907,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024908.jpg,ISIC_0024908,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024916.jpg,ISIC_0024916,NV,duplicate_family; quality_flag,shared_lesion_id; very_low_sharpness,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024922.jpg,ISIC_0024922,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024924.jpg,ISIC_0024924,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024928.jpg,ISIC_0024928,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024933.jpg,ISIC_0024933,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024934.jpg,ISIC_0024934,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024935.jpg,ISIC_0024935,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024938.jpg,ISIC_0024938,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024941.jpg,ISIC_0024941,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024955.jpg,ISIC_0024955,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024969.jpg,ISIC_0024969,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024975.jpg,ISIC_0024975,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024986.jpg,ISIC_0024986,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0024998.jpg,ISIC_0024998,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025001.jpg,ISIC_0025001,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025008.jpg,ISIC_0025008,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025009.jpg,ISIC_0025009,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025013.jpg,ISIC_0025013,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025020.jpg,ISIC_0025020,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025027.jpg,ISIC_0025027,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025043.jpg,ISIC_0025043,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025045.jpg,ISIC_0025045,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025051.jpg,ISIC_0025051,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025061.jpg,ISIC_0025061,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025065.jpg,ISIC_0025065,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025073.jpg,ISIC_0025073,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025078.jpg,ISIC_0025078,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025088.jpg,ISIC_0025088,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025094.jpg,ISIC_0025094,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025096.jpg,ISIC_0025096,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025100.jpg,ISIC_0025100,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025101.jpg,ISIC_0025101,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025106.jpg,ISIC_0025106,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025108.jpg,ISIC_0025108,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025112.jpg,ISIC_0025112,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025117.jpg,ISIC_0025117,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025122.jpg,ISIC_0025122,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025123.jpg,ISIC_0025123,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025129.jpg,ISIC_0025129,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025133.jpg,ISIC_0025133,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025141.jpg,ISIC_0025141,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025148.jpg,ISIC_0025148,NV,duplicate_family; quality_flag,shared_lesion_id; very_low_sharpness,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025149.jpg,ISIC_0025149,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025152.jpg,ISIC_0025152,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025156.jpg,ISIC_0025156,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025158.jpg,ISIC_0025158,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025160.jpg,ISIC_0025160,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025165.jpg,ISIC_0025165,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025166.jpg,ISIC_0025166,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0025168.jpg,ISIC_0025168,NV,duplicate_family,shared_lesion_id,review_keep_or_group_split,,,
