original_full_path,preprocessed_full_path,final_authoritative_label,split_assignment,vignette_crop_applied,crop_method,probable_vignette_flag,strong_circle_vignette_flag,vignette_detection_reason,border_dark_fraction,center_corner_contrast,circle_radius_ratio,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,crop_area_ratio,crop_confidence_status,output_image_width,output_image_height,processing_error
C:\SKIN CANCER v2\DS\NV\ISIC_0014921_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014921_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00111,-129.99,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0014923_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014923_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.05679,-33.14,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0014925_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014925_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01749,-31.37,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0014926_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014926_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00088,-68.55,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0014927_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014927_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00027,-148.71,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0014930_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014930_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0002,-130.56,,0,0,1024,678,1024,678,1.0,no_vignette_detected,1024,678,
C:\SKIN CANCER v2\DS\NV\ISIC_0014933_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014933_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.181,0.18119,-33.83,0.9038,0,0,1024,673,1024,673,1.0,rejected_all_modes,1024,673,
C:\SKIN CANCER v2\DS\NV\ISIC_0014936_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014936_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00033,-55.96,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0014937_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014937_downsampled.jpg,NV,train,False,no_crop,False,False,none,9e-05,-141.75,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014938_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014938_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.10836,-46.82,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014940_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014940_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00088,-101.47,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0014941_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014941_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00072,-67.18,,0,0,1024,674,1024,674,1.0,no_vignette_detected,1024,674,
C:\SKIN CANCER v2\DS\NV\ISIC_0014945_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014945_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00058,-33.73,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014947_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014947_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.05404,-85.4,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014949_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014949_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.02924,-107.42,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0014955_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014955_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.11265,-26.91,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014956_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014956_downsampled.jpg,NV,train,False,no_crop,False,False,none,4e-05,-102.23,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014957_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014957_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0023,-110.21,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0014958_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014958_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00033,-111.25,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0014959_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014959_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.04183,-69.97,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014962_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014962_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.03223,-93.44,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0014966_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014966_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00013,-92.73,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0014969_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014969_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00127,-134.54,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0014973_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014973_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00049,-118.22,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0014974_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014974_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0,-93.88,,0,0,1024,684,1024,684,1.0,no_vignette_detected,1024,684,
C:\SKIN CANCER v2\DS\NV\ISIC_0014992_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0014992_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.02188,-102.58,,0,0,1024,684,1024,684,1.0,no_vignette_detected,1024,684,
C:\SKIN CANCER v2\DS\NV\ISIC_0015003_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015003_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00011,-100.3,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015009_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015009_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.182,0.18189,-113.01,0.9019,0,0,1024,681,1024,681,1.0,rejected_all_modes,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015013_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015013_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00078,-52.86,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015015_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015015_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00051,-60.1,,0,0,1024,684,1024,684,1.0,no_vignette_detected,1024,684,
C:\SKIN CANCER v2\DS\NV\ISIC_0015016_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015016_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00018,-93.95,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015018_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015018_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.05339,-60.31,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015019_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015019_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00011,-59.81,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015020_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015020_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00043,-63.32,,0,0,1024,686,1024,686,1.0,no_vignette_detected,1024,686,
C:\SKIN CANCER v2\DS\NV\ISIC_0015021_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015021_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00014,-58.23,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0015026_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015026_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01765,-26.96,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015034_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015034_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.11068,-119.03,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015035_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015035_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00011,-21.94,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015040_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015040_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00014,-9.27,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015043_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015043_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0,-69.1,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015051_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015051_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00027,-62.29,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015056_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015056_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01913,-60.39,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0015057_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015057_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0004,-44.01,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0015060_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015060_downsampled.jpg,NV,train,False,no_crop,False,False,none,5e-05,-53.92,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015078_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015078_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00022,-82.26,,0,0,1024,686,1024,686,1.0,no_vignette_detected,1024,686,
C:\SKIN CANCER v2\DS\NV\ISIC_0015102_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015102_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00092,-77.48,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015118_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015118_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01454,-114.19,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0015140_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015140_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.264,0.26434,-20.69,0.8982,0,0,1024,673,1024,673,1.0,rejected_all_modes,1024,673,
C:\SKIN CANCER v2\DS\NV\ISIC_0015144_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015144_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.122,0.12211,-23.14,0.9019,0,0,1024,681,1024,681,1.0,rejected_all_modes,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015149_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015149_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0,-92.99,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015150_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015150_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00038,-95.58,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0015155_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015155_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00067,-95.36,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015160_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015160_downsampled.jpg,NV,train,False,no_crop,False,False,none,2e-05,-99.37,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015173_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015173_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0002,-75.29,,0,0,1024,686,1024,686,1.0,no_vignette_detected,1024,686,
C:\SKIN CANCER v2\DS\NV\ISIC_0015175_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015175_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00024,-51.77,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015176_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015176_downsampled.jpg,NV,train,False,no_crop,False,False,none,2e-05,-103.01,,0,0,1024,685,1024,685,1.0,no_vignette_detected,1024,685,
C:\SKIN CANCER v2\DS\NV\ISIC_0015179_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015179_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00042,-77.76,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015184_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015184_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00016,-101.99,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015201_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015201_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.233,0.23349,-77.56,0.901,0,0,1024,674,1024,674,1.0,rejected_all_modes,1024,674,
C:\SKIN CANCER v2\DS\NV\ISIC_0015202_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015202_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00025,-52.37,,0,0,1024,676,1024,676,1.0,no_vignette_detected,1024,676,
C:\SKIN CANCER v2\DS\NV\ISIC_0015203_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015203_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01324,-103.33,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015208_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015208_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01573,-120.24,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015211_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015211_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00045,-93.38,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015216_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015216_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.07221,-82.33,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015217_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015217_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00064,-18.75,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015223_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015223_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00013,-45.52,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0015224_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015224_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.05009,-42.47,,0,0,1024,683,1024,683,1.0,no_vignette_detected,1024,683,
C:\SKIN CANCER v2\DS\NV\ISIC_0015232_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015232_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00016,-60.65,,0,0,1024,684,1024,684,1.0,no_vignette_detected,1024,684,
C:\SKIN CANCER v2\DS\NV\ISIC_0015237_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015237_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0008,-49.46,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015254_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015254_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00148,-61.82,,0,0,1024,684,1024,684,1.0,no_vignette_detected,1024,684,
C:\SKIN CANCER v2\DS\NV\ISIC_0015255_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015255_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00011,-107.21,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0015264_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015264_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00066,-32.99,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0015274_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015274_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00103,-72.89,,0,0,1024,684,1024,684,1.0,no_vignette_detected,1024,684,
C:\SKIN CANCER v2\DS\NV\ISIC_0015276_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015276_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00057,-21.95,,0,0,1024,677,1024,677,1.0,no_vignette_detected,1024,677,
C:\SKIN CANCER v2\DS\NV\ISIC_0015279_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015279_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.01034,-52.53,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015283_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015283_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00011,-80.07,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015291_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015291_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.0,-89.22,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0015293_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015293_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00056,-32.86,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015298_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015298_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00069,-68.05,,0,0,1024,682,1024,682,1.0,no_vignette_detected,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0015309_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015309_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.449|contrast_20.8,0.44863,20.82,0.9019,0,0,1024,681,1024,681,1.0,rejected_all_modes,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015310_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015310_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.07049,-75.72,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015311_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015311_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00247,-44.02,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015312_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015312_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00153,-125.59,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015331_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015331_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00056,-70.84,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015353_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015353_downsampled.jpg,NV,train,False,no_crop,True,False,border_dark_0.233,0.23287,-47.97,0.8921,0,0,1024,682,1024,682,1.0,rejected_all_modes,1024,682,
C:\SKIN CANCER v2\DS\NV\ISIC_0015355_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015355_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00065,-50.42,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015357_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015357_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00116,-37.24,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015360_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015360_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00024,-35.06,,0,0,1024,676,1024,676,1.0,no_vignette_detected,1024,676,
C:\SKIN CANCER v2\DS\NV\ISIC_0015363_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015363_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.10807,24.01,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015364_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015364_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00011,-65.31,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015368_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015368_downsampled.jpg,NV,train,False,no_crop,False,False,none,5e-05,-59.73,,0,0,1024,681,1024,681,1.0,no_vignette_detected,1024,681,
C:\SKIN CANCER v2\DS\NV\ISIC_0015383_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015383_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00035,-52.06,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015386_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015386_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00097,-87.5,,0,0,1024,676,1024,676,1.0,no_vignette_detected,1024,676,
C:\SKIN CANCER v2\DS\NV\ISIC_0015390_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015390_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00047,-25.33,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015395_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015395_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00051,-97.84,,0,0,1024,679,1024,679,1.0,no_vignette_detected,1024,679,
C:\SKIN CANCER v2\DS\NV\ISIC_0015401_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015401_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00147,-17.02,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
C:\SKIN CANCER v2\DS\NV\ISIC_0015403_downsampled.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0015403_downsampled.jpg,NV,train,False,no_crop,False,False,none,0.00246,-50.92,,0,0,1024,680,1024,680,1.0,no_vignette_detected,1024,680,
