preprocessed_full_path,final_authoritative_label,class_index,pred_label_idx,pred_label_name,prob_NV,prob_MEL,prob_BCC,correct,error_type
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0067200.jpg,MEL,1,2,BCC,0.016235026,0.007050939,0.976714,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0067667.jpg,MEL,1,2,BCC,0.0020173488,0.21782984,0.78015274,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0067845.jpg,MEL,1,2,BCC,0.0002528929,0.03198186,0.9677653,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0068273.jpg,MEL,1,2,BCC,0.015659329,0.0077616647,0.97657907,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0068315.jpg,MEL,1,2,BCC,0.00010844986,0.0007178904,0.9991737,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0068900.jpg,MEL,1,2,BCC,0.008118408,0.12232063,0.8695609,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0068907.jpg,MEL,1,2,BCC,0.0008904403,0.00931415,0.9897954,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0069264.jpg,MEL,1,2,BCC,0.00041541574,0.41055366,0.58903086,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0069671.jpg,MEL,1,2,BCC,0.0011224527,0.00064015866,0.9982374,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0069933.jpg,MEL,1,2,BCC,0.017921349,0.027737446,0.9543411,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070065.jpg,MEL,1,2,BCC,6.172682e-05,0.00082492834,0.9991134,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070163.jpg,MEL,1,2,BCC,0.027506424,0.36928332,0.6032103,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070822.jpg,MEL,1,2,BCC,0.012515369,0.11683618,0.8706485,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072287.jpg,MEL,1,2,BCC,0.0042562443,0.00375232,0.99199146,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072495.jpg,MEL,1,2,BCC,0.0009827383,0.09764477,0.9013725,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072531.jpg,MEL,1,2,BCC,0.05319417,0.29959697,0.6472088,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072641.jpg,MEL,1,2,BCC,0.024622904,0.21070105,0.76467603,False,MEL_as_BCC
